TIME s, IN1, IN2
454.102, -0.765174, 0.018861
449.219, -0.770884, 0.010335
444.336, -0.77945, 0.009818
439.453, -0.788015, 0.008784
434.57, -0.79658, -0.00155
429.688, -0.805146, -0.007234
424.805, -0.813711, -0.003617
419.922, -0.822277, -0.013693
415.039, -0.827987, -0.021186
410.156, -0.833697, -0.018602
405.273, -0.842262, -0.021961
400.391, -0.850828, -0.031521
395.508, -0.859393, -0.034363
390.625, -0.865103, -0.032037
385.742, -0.873669, -0.042114
380.859, -0.882234, -0.048573
375.977, -0.8908, -0.044439
371.094, -0.89651, -0.050382
366.211, -0.905075, -0.057874
361.328, -0.913641, -0.058649
356.445, -0.922206, -0.056066
351.563, -0.927916, -0.066142
346.68, -0.939337, -0.070792
341.797, -0.945047, -0.065625
336.914, -0.950757, -0.073893
332.031, -0.959323, -0.080094
327.148, -0.965033, -0.077768
322.266, -0.976453, -0.077252
317.383, -0.982164, -0.086036
312.5, -0.990729, -0.08862
307.617, -0.999294, -0.083969
302.734, -1.005005, -0.092495
297.852, -1.010715, -0.097921
292.969, -1.022135, -0.09327
288.086, -1.030701, -0.095854
283.203, -1.036411, -0.103347
278.32, -1.044976, -0.103347
273.438, -1.050687, -0.099213
268.555, -1.062107, -0.108256
263.672, -1.067817, -0.112131
258.789, -1.076383, -0.106189
253.906, -1.084948, -0.11239
249.023, -1.090658, -0.116782
244.141, -1.099224, -0.115748
239.258, -1.107789, -0.112648
234.375, -1.113499, -0.120141
229.492, -1.12492, -0.122983
224.609, -1.13063, -0.116265
219.727, -1.139196, -0.124791
214.844, -1.144906, -0.128667
209.961, -1.153471, -0.125566
205.078, -1.162037, -0.125049
200.195, -1.170602, -0.131509
195.313, -1.179167, -0.132025
190.43, -1.184878, -0.126341
185.547, -1.196298, -0.134609
180.664, -1.199153, -0.137968
175.781, -1.210574, -0.130992
170.898, -1.216284, -0.135643
166.016, -1.224849, -0.139776
161.133, -1.23056, -0.138743
156.25, -1.239125, -0.134351
151.367, -1.24769, -0.14236
146.484, -1.256256, -0.144944
141.602, -1.264821, -0.136676
136.719, -1.270531, -0.14391
131.836, -1.279097, -0.147011
126.953, -1.287662, -0.143652
122.07, -1.293372, -0.141585
117.188, -1.301938, -0.147527
112.305, -1.313358, -0.148561
107.422, -1.319069, -0.142102
102.539, -1.327634, -0.149853
97.656, -1.333344, -0.152953
92.773, -1.339054, -0.147269
87.891, -1.34762, -0.148044
83.008, -1.356185, -0.153728
78.125, -1.361895, -0.152953
73.242, -1.370461, -0.147011
68.359, -1.379026, -0.15502
63.477, -1.387592, -0.157862
58.594, -1.393302, -0.149594
53.711, -1.401867, -0.154762
48.828, -1.410433, -0.158379
43.945, -1.418998, -0.155795
39.063, -1.424708, -0.151403
34.18, -1.436129, -0.15812
29.297, -1.438984, -0.159929
24.414, -1.450404, -0.15192
19.531, -1.456115, -0.159154
14.648, -1.46468, -0.161996
9.766, -1.47039, -0.156829
4.883, -1.478956, -0.15657
0, 0.502502, 0.399693
-4.883, 0.499647, 0.759856
-9.766, 0.488227, 0.840208
-14.648, 0.479661, 0.979468
-19.531, 0.471096, 1.0314
-24.414, 0.468241, 1.114336
-29.297, 0.45682, 1.183578
-34.18, 0.45111, 1.189779
-39.063, 0.442545, 1.280724
-43.945, 0.431124, 1.295192
-48.828, 0.425414, 1.32878
-53.711, 0.416849, 1.35875
-58.594, 0.411138, 1.37787
-63.477, 0.399718, 1.421534
-68.359, 0.394008, 1.403448
-73.242, 0.385442, 1.457188
-78.125, 0.379732, 1.457963
-83.008, 0.368311, 1.453313
-87.891, 0.362601, 1.489226
-92.773, 0.354036, 1.472949
-97.656, 0.348325, 1.497752
-102.539, 0.33976, 1.475015
-107.422, 0.331195, 1.497493
-112.305, 0.325484, 1.499819
-117.188, 0.316919, 1.472949
-122.07, 0.308354, 1.504469
-126.953, 0.299788, 1.480958
-131.836, 0.294078, 1.486384
-136.719, 0.282658, 1.47424
-141.602, 0.276947, 1.468298
-146.484, 0.268382, 1.472432
-151.367, 0.262672, 1.437294
-156.25, 0.254106, 1.460547
-161.133, 0.245541, 1.437294
-166.016, 0.236976, 1.417658
-170.898, 0.231265, 1.423342
-175.781, 0.2227, 1.402414
-180.664, 0.21699, 1.406031
-185.547, 0.205569, 1.371152
-190.43, 0.202714, 1.382262
-195.313, 0.191293, 1.363918
-200.195, 0.182728, 1.33188
-205.078, 0.177018, 1.344799
-209.961, 0.168452, 1.317153
-214.844, 0.159887, 1.310177
-219.727, 0.151322, 1.287441
-224.609, 0.145611, 1.284341
-229.492, 0.137046, 1.272973
-234.375, 0.131336, 1.23706
-239.258, 0.12277, 1.24972
-244.141, 0.114205, 1.224141
-249.023, 0.10564, 1.206056
-253.906, 0.099929, 1.194429
-258.789, 0.094219, 1.180736
-263.672, 0.082799, 1.172726
-268.555, 0.077088, 1.138105
-273.438, 0.068523, 1.146631
-278.32, 0.059958, 1.124412
-283.203, 0.054247, 1.097542
-288.086, 0.042827, 1.096767
-292.969, 0.037117, 1.073772
-297.852, 0.028551, 1.066796
-302.734, 0.022841, 1.038376
-307.617, 0.014276, 1.035017
-312.5, 0.00571, 1.022357
-317.383, -0.002855, 0.991353
-322.266, -0.008565, 0.995229
-327.148, -0.017131, 0.973009
-332.031, -0.022841, 0.959057
-336.914, -0.034262, 0.93968
-341.797, -0.039972, 0.93012
-346.68, -0.048537, 0.920302
-351.563, -0.057103, 0.890332
